split,y_true,y_pred
train,30.0,38.21415503920462
train,44.0,44.85596807928088
train,18.0,25.696819479531463
train,24.0,25.917160161635728
train,42.0,38.0771901078618
train,54.0,63.42736036853033
train,42.0,58.342151001083764
train,50.0,57.02135671652135
train,42.0,44.955623387288966
train,40.0,43.00742695009173
train,52.0,53.07426853044207
train,30.0,53.2339389291164
train,30.0,48.71241247068758
train,42.0,29.686936130794408
train,36.0,25.57011178537293
train,44.0,42.517053158045975
train,24.0,21.212918117484143
train,50.0,56.65277415172918
train,24.0,18.01338776484559
train,24.0,24.526304978368646
train,50.0,51.56195877079796
train,63.0,55.396918829512956
train,15.0,42.218640023933816
train,30.0,38.48662541856247
train,24.0,25.366959528814032
train,50.0,53.66468310015683
train,46.0,49.27841002762817
train,46.0,47.343947843889175
train,24.0,19.508801192123624
train,46.0,47.88932144484076
train,48.0,54.38734331435484
train,44.0,56.818970781771014
train,63.0,50.29474741748737
train,40.0,36.107990018228335
train,24.0,21.624032632578544
train,48.0,50.136727899849504
train,15.0,30.381653640927915
train,24.0,21.643407617828515
train,38.0,34.981627845194495
train,59.0,58.63121355353004
train,24.0,26.083795293523853
train,18.0,21.093351518019865
train,46.0,48.10860205175547
train,42.0,41.58906249018133
train,48.0,52.320381904566744
train,24.0,25.590301355352647
train,42.0,40.87424819872083
train,24.0,23.72605639206875
train,56.0,52.353637720522755
train,59.0,37.811653919703836
train,30.0,41.356872290808006
train,34.0,41.92948965403876
train,59.0,47.291079022935016
train,15.0,23.415662800604604
train,63.0,45.89477168378763
train,46.0,47.858754006622156
train,50.0,54.52077879335125
train,56.0,53.77544200008635
train,24.0,20.524109553064754
train,18.0,42.5360662288027
train,50.0,49.62129241066583
train,30.0,36.04181102915053
train,61.0,55.13503407148721
train,50.0,53.251301966013514
train,30.0,42.694125909993296
train,30.0,41.179089716252925
train,59.0,46.50367904175156
train,38.0,35.35267805322901
train,48.0,58.36334410337042
train,68.0,58.80620383483982
train,34.0,37.06936385239094
train,18.0,16.74622647472258
train,36.0,36.05977703876077
train,24.0,24.569173187546994
train,50.0,48.166368081119764
train,50.0,53.278793927921484
train,40.0,43.95589211125225
train,68.0,59.8106985459071
train,18.0,22.17184559060921
train,18.0,28.921141670107033
train,36.0,45.41419550365825
train,36.0,34.12816776556074
train,59.0,56.46387613378427
train,24.0,27.07762983568652
train,63.0,53.82935145827213
train,18.0,14.882301941664608
