split,y_true,y_pred
train,48.0,44.34766043323149
train,68.0,57.76048429040059
train,61.0,44.04298078859538
train,61.0,58.56294369512573
train,18.0,53.21802930237542
train,50.0,55.39173815781501
train,30.0,45.07200037369434
train,50.0,46.24392752597698
train,54.0,64.23230411773572
train,50.0,50.222944976801884
train,42.0,37.069207098031185
train,63.0,49.81580272788383
train,46.0,61.85241063474115
train,48.0,53.171379989840595
train,63.0,53.76590879912671
train,48.0,53.16124841306898
train,15.0,44.04458297074709
train,24.0,26.08234667333751
train,48.0,50.140097837023475
train,38.0,36.87744505459689
train,61.0,58.70552510381134
train,52.0,55.237056795240036
train,50.0,46.05766863590077
train,63.0,51.23228546576931
train,61.0,58.34489983155548
train,61.0,59.52842665823908
train,46.0,48.88283591083398
train,63.0,51.543515801567025
train,61.0,57.8139308610757
train,24.0,23.578623558117414
train,30.0,40.383441302865194
train,34.0,35.03914494469317
train,18.0,24.082696002531183
train,44.0,41.884459047318224
train,42.0,39.37145726301169
train,54.0,56.753284647231666
train,34.0,33.77887743388242
train,24.0,24.64946133924671
train,59.0,63.47398711237489
train,44.0,42.71056615854461
train,18.0,28.11117044976223
train,61.0,59.12830076460067
train,68.0,61.562058202220314
train,34.0,34.43376185070406
train,54.0,56.247887035455555
train,68.0,44.187509410968836
train,44.0,42.54988934035171
train,61.0,58.720366299624956
train,50.0,54.93537120572273
train,24.0,21.921583788190407
train,18.0,16.78960828478856
train,46.0,48.722882436861944
train,40.0,46.5658192859814
train,40.0,46.41039782329273
train,36.0,36.35646777082579
train,44.0,39.40837434131021
train,38.0,33.592133928196375
train,54.0,58.04401168621179
train,15.0,25.29578123032224
train,46.0,46.72720477997824
train,34.0,38.61098781649392
train,38.0,37.880498357675194
train,50.0,46.00728017021205
train,63.0,49.80593906669829
train,61.0,57.42931686327193
train,48.0,52.32287880193266
train,24.0,22.77449293251313
train,34.0,35.125483342598244
train,36.0,34.86233257951965
train,61.0,58.38414298655587
train,48.0,52.13052202218635
train,46.0,47.700394897709785
train,56.0,57.05847944340722
train,15.0,33.726916492029986
train,59.0,60.822745080824625
train,46.0,48.470118801280094
train,44.0,44.152088307450235
train,46.0,48.03878998656649
train,18.0,25.54578110477835
train,46.0,48.73959137855568
train,52.0,51.614780406594484
train,56.0,58.582156933824216
train,24.0,23.940777539600916
train,54.0,54.77699187651268
train,24.0,25.301630231845596
train,38.0,41.51148223775973
train,68.0,43.00602044562872
train,61.0,59.29619416081752
train,68.0,61.90256173674023
train,15.0,24.68536680043314
train,42.0,29.67862298814687
train,68.0,61.538288455565684
train,56.0,54.7705575373183
train,44.0,40.948732104779374
train,63.0,46.29287315891165
train,44.0,44.99314039953471
train,42.0,56.94976382117031
train,15.0,34.979390981675785
train,34.0,33.456350658996755
train,52.0,43.63806912207433
train,18.0,28.37311442434394
train,36.0,25.58525921420957
train,48.0,45.3249676580434
train,59.0,29.667949200050682
train,15.0,30.12918454639435
train,48.0,51.571553621063785
train,18.0,22.294057063384844
train,38.0,43.726868528223086
train,50.0,48.1860695597332
train,46.0,48.42996801672016
train,52.0,50.61825057999611
train,50.0,52.915754932249115
train,48.0,55.71463403111701
train,40.0,40.40628409284947
train,59.0,43.00426143314431
train,63.0,51.66360749264086
train,30.0,49.273014886367996
train,42.0,34.49853133125548
train,50.0,50.9402131035952
train,63.0,50.6758542690478
train,24.0,26.349574880281594
train,63.0,48.05316312058666
train,46.0,51.99349836614954
train,61.0,58.46221482145252
train,24.0,24.080276989099055
train,68.0,58.86634250683615
train,34.0,33.66940897013127
train,18.0,45.133688810559235
train,30.0,37.02713819331147
train,40.0,55.336194431976196
train,50.0,53.897959551820975
train,15.0,31.654649091752812
train,36.0,39.648782864865765
train,68.0,43.50332894445702
train,68.0,58.14982627211299
train,24.0,28.17255041096471
train,59.0,55.75419380586134
train,61.0,58.92499061767753
train,18.0,21.675245231889324
train,50.0,50.804726295706786
train,18.0,38.14163460463499
train,54.0,61.39330564412849
train,48.0,51.412271155687435
train,50.0,48.039346623239254
train,54.0,57.716646607406076
train,59.0,53.93639285293341
train,44.0,40.21224942419191
train,63.0,47.674387356239215
train,68.0,56.86642586640003
train,50.0,49.241329214779185
train,50.0,37.142293462204215
train,52.0,50.679298616128435
train,63.0,52.14261594506894
train,30.0,34.73298888814742
train,50.0,53.52963768554244
train,52.0,51.1479356561797
train,18.0,23.412984786108424
train,50.0,52.47107650475455
train,56.0,52.93083522700683
train,61.0,57.78076032672273
train,54.0,60.20954222056683
train,59.0,61.00721676233364
train,30.0,38.445865131146945
train,30.0,32.764541393771275
train,18.0,18.689376194306817
train,46.0,47.524886463227986
train,56.0,54.45509690122032
train,61.0,59.410065786683916
train,18.0,32.18259897093944
train,38.0,30.463376113962802
train,24.0,25.519188229900912
train,46.0,47.09716814641146
train,50.0,54.63313602369547
train,50.0,48.33411674245614
train,30.0,39.18498783161157
train,56.0,53.067253818463534
train,61.0,58.43073415794903
train,59.0,58.356309295616484
train,30.0,42.97647668129174
train,40.0,43.3678873764328
train,46.0,48.85570134960468
train,24.0,24.933616779940454
train,46.0,46.32632216577401
train,44.0,40.46053689351685
train,61.0,59.27204613068022
train,63.0,55.99388176711149
train,48.0,51.93214528661354
train,63.0,50.348065507217626
train,42.0,41.438272069498524
train,18.0,18.585295590123568
train,15.0,41.911799513319984
train,56.0,51.68644868452737
train,61.0,58.27196176889338
train,15.0,26.322299772874242
train,24.0,22.96574739196352
train,54.0,49.362717823401525
train,24.0,24.644539223078613
train,61.0,56.490496139312896
train,46.0,49.74146879694814
train,63.0,47.28281715437931
train,61.0,59.29082091504518
train,59.0,58.02453351467442
train,18.0,19.419048717460292
train,18.0,20.873897527016005
train,68.0,59.10518454104378
train,50.0,50.946018893218294
train,63.0,52.57230335229237
train,44.0,45.65028532078234
train,34.0,32.45428891244097
train,40.0,37.64239031821707
train,44.0,44.3456016676997
train,42.0,43.84791016338325
train,52.0,49.41329659200029
train,54.0,61.59951367270862
train,48.0,53.18119653392672
train,59.0,59.51520871135247
train,54.0,52.34370571428081
train,61.0,60.51014415949186
train,50.0,62.219739520346025
train,59.0,55.82368981458759
train,61.0,58.17084908962123
train,54.0,54.05719240885979
train,34.0,29.299431178837352
train,50.0,52.918858592840486
train,54.0,59.87336045472189
train,59.0,58.52705136434799
train,54.0,62.99212625862077
train,24.0,23.468635703350817
train,36.0,26.811771180802793
train,30.0,34.90152392755744
train,42.0,42.835064534488
train,34.0,38.49534614694571
train,63.0,54.28013217332039
train,61.0,57.33573761179601
train,52.0,31.510861034922534
train,18.0,8.43493382728979
train,18.0,27.849806184185155
train,40.0,35.7281815644851
train,24.0,29.601859785554595
train,48.0,53.55152406372729
train,15.0,29.84286339251777
train,24.0,24.382823810295086
train,36.0,16.63654419800507
train,50.0,49.22334680805149
train,54.0,58.940799358307196
train,46.0,46.22194263969295
train,38.0,47.184905528657964
train,52.0,46.057696956507854
train,63.0,49.84754701155341
train,40.0,40.75274934903454
train,59.0,57.11792361889835
train,36.0,41.809132389789966
train,63.0,48.45466222672227
train,18.0,22.851144618443783
train,30.0,37.15762784687427
train,40.0,47.08009505657859
train,18.0,20.29402473214523
train,56.0,54.355383172020524
train,24.0,24.423659118577856
train,38.0,36.388577210522506
train,61.0,56.95113316375969
train,48.0,50.524515411677214
train,63.0,48.410616193138395
train,18.0,14.97660763474569
train,61.0,60.94587593316778
train,50.0,56.90000571475733
train,44.0,40.253883945314875
train,63.0,48.261284872475855
train,50.0,55.003997748602536
train,63.0,52.87373968119897
train,46.0,48.72888636952262
train,30.0,39.67883767282227
train,42.0,38.772448251579945
train,50.0,49.76828357774329
train,52.0,52.81146083127759
train,46.0,45.40198372925498
train,34.0,36.20417297122604
train,18.0,19.65679521372833
train,63.0,53.04113978374477
train,46.0,46.75826622695858
train,44.0,45.86315303974608
train,15.0,26.75502878129643
train,44.0,39.46846562027439
train,63.0,47.61759654888157
train,54.0,59.585317618336354
train,50.0,53.157815037965946
train,15.0,29.629420052307186
train,18.0,21.38988779802889
train,38.0,35.73053073343696
train,50.0,49.06536625233598
train,30.0,35.52309855713349
train,48.0,43.63690924946742
train,15.0,36.92165046738737
train,18.0,16.22708704743916
train,61.0,58.77743819545484
train,48.0,52.920259208511006
train,63.0,49.48695649184749
train,36.0,13.012303905285677
train,48.0,53.36704791907705
train,59.0,57.24544686119454
train,50.0,48.835834579540474
train,48.0,41.77961206623262
train,24.0,20.085166880008646
train,46.0,46.834528834795854
train,46.0,47.92135252384829
train,30.0,41.18662812417239
train,30.0,33.30888162639077
train,63.0,49.9043074578082
train,38.0,44.510769944677286
train,50.0,54.58943363358754
train,68.0,45.7699366071905
train,54.0,55.60858615320247
train,61.0,58.71466005994965
train,24.0,25.881251020584315
train,56.0,55.503182997040994
train,18.0,18.334287089257856
train,38.0,35.98740324740942
train,18.0,27.28553067778386
train,34.0,32.965959948678766
train,38.0,36.89261215683044
train,46.0,46.350541440307175
train,30.0,31.7031135748769
train,42.0,24.339777060107895
train,52.0,53.97048931168787
train,18.0,20.42545689671891
train,15.0,41.46794214634548
train,24.0,24.132844304139077
train,24.0,20.961838625844102
train,24.0,25.79627123998739
train,61.0,56.989423237118416
train,50.0,49.382610825249564
train,30.0,40.124285845141706
train,50.0,54.437927379046634
train,50.0,49.94020930531841
train,34.0,43.76666134465762
train,24.0,23.516159085426125
train,38.0,33.31067487719222
train,63.0,46.26570291923532
train,15.0,34.92158438440103
train,50.0,55.64847844525037
train,54.0,53.99288519780487
train,24.0,24.976467996772847
train,48.0,57.23304065656937
train,24.0,22.599359896069508
train,56.0,57.06178862862812
train,30.0,36.55065462335401
train,36.0,28.49897712175848
train,24.0,21.28397660822783
train,68.0,58.245226279308355
train,38.0,35.27635871634255
train,24.0,27.400323745740366
train,50.0,56.33052616769193
train,54.0,62.58581521038431
train,15.0,29.4476216905771
train,50.0,52.475736410112845
train,18.0,16.98742481993266
train,59.0,30.55953704418864
train,56.0,40.10451745058882
train,56.0,50.28899443065413
train,34.0,34.302051732691176
train,50.0,49.503021750685534
train,44.0,46.78706119061929
train,15.0,26.70842330676444
train,56.0,50.476714513406414
train,54.0,54.88474940960569
train,59.0,61.302398047544685
train,59.0,56.78733898646829
train,24.0,26.66115587396863
train,48.0,55.04762582750581
train,59.0,57.64044525514838
train,18.0,23.733537407581583
train,46.0,46.5382442333087
train,15.0,34.381589304191955
train,15.0,30.76282010725125
train,61.0,58.327463116237745
train,18.0,24.942550863106412
train,56.0,56.56657809038883
train,42.0,42.76060953213162
train,24.0,25.550025933458667
train,30.0,35.44634552372163
train,18.0,40.37755083023087
train,50.0,52.39169675168144
train,61.0,58.74038916851656
train,59.0,53.060396435561074
train,30.0,38.59054931396588
train,50.0,52.00570099949658
train,24.0,25.427284428039247
train,61.0,59.51956001005082
train,48.0,54.86491517528187
train,44.0,42.07033359930982
train,63.0,45.31261845220237
train,18.0,20.67426485177365
train,52.0,53.63434891208821
train,30.0,39.14629504394553
train,36.0,27.047141894320784
train,68.0,45.68153091609229
train,30.0,35.56817563177981
train,63.0,49.69478869171
train,36.0,47.08176994919597
train,63.0,48.12683852299021
train,24.0,22.526947794475394
train,46.0,47.04332996429502
train,38.0,43.712535847677444
train,34.0,32.859855428597434
train,15.0,34.25212105042565
train,52.0,52.18958527270435
train,44.0,44.59527639241397
train,59.0,35.220179176881345
train,24.0,18.17103801390885
train,24.0,26.002476923938396
train,54.0,45.843384358604226
train,54.0,57.15949618338185
train,18.0,23.177057579374292
train,38.0,41.19765584500532
train,48.0,41.275722600764276
train,50.0,38.20141568005341
train,30.0,42.05681843212483
train,68.0,58.667889401094
train,18.0,16.851272763496095
train,34.0,43.42774097261666
train,50.0,46.88577105009831
train,56.0,54.86292441424425
train,48.0,51.018662667066
train,68.0,59.645725675442755
train,36.0,31.07215083208262
train,36.0,35.47060337729104
train,68.0,58.350343103469626
train,52.0,50.568080067372456
train,24.0,22.032757526404513
train,18.0,19.107258579892044
train,44.0,41.85383164882392
train,52.0,51.15278845084137
train,52.0,50.959345009961766
train,50.0,50.00772329022435
train,61.0,59.83578118323024
train,34.0,35.78076153368741
train,34.0,34.96367336666824
train,48.0,50.66010343401869
train,30.0,41.433605292095784
train,50.0,49.726355399446945
train,68.0,58.179448520041205
train,18.0,18.29854350940579
train,38.0,34.48633824023501
train,54.0,55.190460547970126
train,30.0,42.60288325124785
train,15.0,21.509207763394702
train,15.0,32.29637462809379
train,18.0,14.02168038985748
train,52.0,54.81283280331342
train,46.0,50.360762232501216
train,61.0,57.003989300475
train,56.0,54.49683665186331
train,24.0,20.576388232610803
train,56.0,54.79786352884809
train,30.0,29.65444509196014
train,61.0,58.507330334372796
train,54.0,43.23987101281655
train,30.0,44.557534216911414
train,46.0,47.31573805035322
train,42.0,46.87206390325514
train,15.0,24.18869800123406
train,63.0,51.70339706232828
train,24.0,27.123511372136054
train,61.0,61.0724087621572
train,38.0,38.94192192860265
train,36.0,47.826951834999136
train,40.0,34.11817571774446
train,18.0,21.176730837586266
train,46.0,48.25584773525611
train,59.0,43.944937081165314
train,15.0,32.007901071200834
train,48.0,51.25945066327488
train,54.0,61.00731960909617
train,54.0,59.23174884666709
train,36.0,47.432051741145784
train,38.0,35.34268362301315
train,34.0,35.72830543613146
train,30.0,37.137547249746405
train,38.0,38.4198800779536
train,63.0,52.04304641448702
train,63.0,56.91603455126555
train,18.0,31.87477643868256
train,38.0,28.697531481444166
train,15.0,30.934333959988507
train,68.0,58.05988932886393
train,68.0,59.92205845289176
train,15.0,23.870250419176095
train,24.0,27.803135300137736
train,68.0,44.0124163795263
train,30.0,29.041953723589458
train,59.0,60.95070659635259
train,61.0,56.34276676616794
train,59.0,49.839512423274755
train,24.0,27.264217588670757
train,56.0,54.42264336402231
train,63.0,45.05507309714865
train,56.0,54.45926298940072
train,54.0,46.69908745675295
train,56.0,54.34743382993382
train,18.0,21.334358875166235
train,50.0,54.80276423637548
train,36.0,35.740076191961954
train,56.0,57.47187590767098
train,18.0,50.94039300368096
train,34.0,34.338261062284744
train,40.0,45.80554085546069
train,63.0,52.61803949677765
train,24.0,26.159640681816757
train,30.0,39.78823239683219
train,54.0,54.06006184013472
train,50.0,47.217194768634954
train,24.0,29.3655915924927
train,52.0,48.76260437371085
train,68.0,60.61177564199487
train,52.0,53.61545298117149
train,44.0,45.269045592204705
train,24.0,20.00543138397749
train,42.0,41.43675871840235
train,46.0,41.78361937408302
train,54.0,50.52601552475551
train,18.0,13.822366779666194
train,61.0,58.11318972544991
train,24.0,22.861739593819276
train,50.0,48.44454241286734
train,44.0,44.23320446266508
train,24.0,22.788076711187184
train,24.0,23.377480396090984
train,46.0,48.962280416077064
train,63.0,50.3399534592513
train,61.0,46.77398453409312
train,15.0,29.792651956275467
train,59.0,59.316697754174044
train,68.0,60.98715890961512
train,24.0,25.524465266455618
train,50.0,51.56470345224271
train,63.0,48.846165014086324
train,56.0,51.59042757060219
train,50.0,54.47466910761495
train,61.0,59.96222559166026
train,61.0,57.943694064513245
train,56.0,57.394927312105025
train,59.0,31.967619128202923
train,63.0,47.5837440395083
train,30.0,36.029989209886615
train,52.0,53.23251062812834
train,15.0,27.362290144320752
train,30.0,39.29928704393986
train,50.0,42.814903527137744
train,50.0,47.09317119391123
train,15.0,31.64841067770235
train,24.0,23.89787524977615
train,18.0,14.169633163565834
train,24.0,20.065336419647306
train,15.0,40.51933713548605
train,54.0,49.26907359610904
train,36.0,26.79640764590056
train,18.0,17.72967373410028
train,15.0,31.596929350567933
train,54.0,63.66036984053015
train,48.0,42.62931875123651
train,42.0,40.971303239988195
train,52.0,51.8356092913608
train,38.0,37.06799281796417
train,46.0,48.88097168548625
train,24.0,24.530483732844623
train,52.0,44.3670164314943
train,18.0,18.817008938297377
train,46.0,41.809469772458634
train,42.0,41.597952724396194
train,59.0,58.5768716969823
train,18.0,29.818143432896036
train,48.0,53.13193437315961
train,50.0,53.89032397016499
train,50.0,54.71549945452277
train,50.0,53.86651956227851
train,38.0,35.160749672799724
train,36.0,32.621035712719404
train,34.0,35.87084755270786
train,52.0,52.70461672961583
train,63.0,46.08174020141421
train,36.0,48.0926322934644
train,61.0,58.370264160067194
train,46.0,47.71806339417375
train,42.0,39.55688474187541
train,24.0,25.903704105098655
train,38.0,32.57899881206714
train,15.0,25.40825031504125
train,56.0,56.22316868704665
train,52.0,55.18623095497844
train,50.0,47.64756437804489
train,48.0,52.710474698566536
train,56.0,51.915096959765535
train,54.0,53.42987404989374
train,52.0,51.077095387273104
train,56.0,37.742309963549125
train,18.0,15.241911278502783
train,59.0,59.59124811394345
train,18.0,25.51160957104412
train,63.0,55.93794236438779
train,24.0,23.866328299418516
train,18.0,18.367796253490816
train,56.0,50.16685998541226
train,30.0,35.24171560101178
train,46.0,53.91974468866641
train,15.0,50.33647527376496
train,63.0,50.404693021629804
train,24.0,28.471711234656826
train,42.0,41.31176422694509
train,50.0,46.48432368644544
train,24.0,22.414510720771833
train,50.0,44.960690745992004
train,44.0,45.74596009719395
train,56.0,50.21302850938429
train,61.0,58.106779098885994
train,54.0,63.49846992047213
train,38.0,39.145405675721676
train,46.0,44.51238950963744
train,42.0,40.917616876921656
train,52.0,54.21625678086731
train,54.0,52.12993929026463
train,44.0,40.90425385998003
train,52.0,52.97944248695499
train,54.0,58.53370238019538
train,42.0,43.05524842325647
train,18.0,24.73354201721352
train,61.0,38.06020835433891
train,24.0,21.712627443321132
train,54.0,40.44714952974739
train,40.0,46.78230920274551
train,44.0,43.31421508144106
train,15.0,32.088765875321194
train,61.0,59.892809737935174
train,52.0,40.63842641959935
train,50.0,53.61549982377201
train,50.0,50.97625820297734
train,18.0,46.39038491340668
train,50.0,43.35775200913475
train,61.0,58.26882425585141
train,68.0,57.922491361515334
train,36.0,43.64978956083729
train,36.0,32.4400754062729
train,59.0,40.94726380371558
train,54.0,40.40067229974625
train,42.0,41.74012844518582
train,46.0,47.16088444713114
train,61.0,57.77580827718842
train,50.0,52.101684871548436
train,24.0,23.84232300935401
train,30.0,35.398830425022815
train,34.0,31.56915082894183
train,46.0,43.9525059734461
train,15.0,45.66056018313753
train,24.0,16.89004454154172
train,48.0,53.67820037719449
train,24.0,17.50171647652687
train,59.0,60.22121626260288
train,30.0,33.49935548832421
train,61.0,58.84269272277939
train,40.0,43.62052962188321
train,44.0,41.742911805842596
train,59.0,51.868421991798066
train,30.0,36.061449108135065
train,38.0,42.44810205197936
train,44.0,44.69405053316858
train,42.0,47.929537223768605
train,68.0,59.885134564543094
train,50.0,38.64558905931368
train,18.0,21.221898627464494
train,36.0,23.039091540924982
train,24.0,27.755051787460566
train,30.0,38.80840934062778
train,63.0,46.879207624177035
train,38.0,29.475569144438495
train,30.0,37.83862794412619
train,34.0,37.80673383819527
train,42.0,42.7493318977881
train,59.0,59.88972188193266
train,48.0,51.214825368338296
train,24.0,25.570468181038205
train,36.0,28.737017726867247
train,63.0,52.46075251082223
train,34.0,32.00219254750053
train,40.0,46.79005322595787
train,34.0,29.897964015695166
train,68.0,58.421375063373134
train,15.0,28.54264408414564
train,63.0,48.193509062670245
train,61.0,57.17635032826786
train,30.0,38.59402814713654
train,63.0,51.765149429735814
train,30.0,39.43344863782316
train,15.0,29.269631103787088
train,30.0,39.22482465461228
train,59.0,63.486632703524805
train,54.0,52.181479648422325
train,56.0,49.20244193382609
train,38.0,34.17967535143682
train,18.0,18.84879049698732
train,59.0,48.37126353201795
train,59.0,38.45527838488939
train,52.0,58.54383546089843
train,63.0,51.462443058151905
train,59.0,44.78181965994427
train,42.0,51.53004409671233
train,61.0,57.169750878817574
train,52.0,52.29650323287457
train,61.0,55.678545042061835
train,24.0,22.802212886051983
train,24.0,27.002593081448488
train,36.0,50.13786086895302
train,40.0,41.3604962256442
train,63.0,50.32569174309752
train,24.0,24.17035110131138
train,54.0,55.098700649035564
train,34.0,36.7783980620627
train,48.0,53.44187195046363
train,38.0,46.618389513606296
train,52.0,57.50695672149118
train,36.0,44.14919727223593
train,68.0,58.99223021826691
train,46.0,46.98623765692892
train,61.0,58.21027148961051
train,44.0,37.85873288092336
train,61.0,59.16167026979875
train,18.0,20.857011549318518
train,46.0,46.29467292853652
train,50.0,44.368163258475775
train,56.0,51.72687062432654
train,18.0,51.773737854346024
train,36.0,31.047698740976898
train,46.0,49.85128710975155
train,56.0,56.309948904778125
train,30.0,40.95861253210879
train,42.0,54.634819713755064
train,38.0,31.196973850441676
train,50.0,53.08055604007464
train,59.0,58.21287767967825
train,42.0,33.35888785073014
train,56.0,54.18400975505818
train,36.0,47.15694436651462
train,18.0,19.67959593662257
train,61.0,58.2737901580966
train,56.0,54.35694053128046
train,24.0,21.871209393453064
train,46.0,49.912779142024036
train,42.0,42.28511021519937
train,54.0,44.95456872387462
train,68.0,58.270988200743815
train,38.0,41.1017688411193
train,68.0,58.08524454786513
train,56.0,53.15929453777968
train,34.0,42.09015677452132
train,44.0,46.304095913258
train,56.0,51.764630133349755
train,48.0,51.61280564691239
train,30.0,33.18092054617942
train,18.0,15.170944964388667
train,15.0,26.857653199984046
train,18.0,40.84717373349426
train,61.0,57.67704875500289
train,56.0,53.697601847786274
train,40.0,45.531914919074474
train,52.0,54.19024036607544
train,38.0,39.12917051897257
train,15.0,30.92328413276179
train,52.0,52.91135827294405
train,34.0,40.34923639247366
train,50.0,53.66799798125766
train,61.0,57.52432405469226
train,59.0,31.1116763108347
train,68.0,60.272200983002165
train,52.0,53.638249512146096
train,15.0,34.89495255115085
train,68.0,60.14280582782545
train,59.0,59.60364551251631
train,38.0,38.88685285838113
train,54.0,41.50641559594348
train,56.0,51.90961898835026
train,61.0,57.297733999989745
train,38.0,35.85465456902297
train,63.0,52.76432732198697
train,59.0,37.48139996811936
train,36.0,27.894558497736995
train,44.0,42.45854004161965
train,54.0,57.82993007515094
train,44.0,43.20271597133653
train,34.0,32.05786043618035
train,38.0,41.70258195551837
train,46.0,50.20088875171723
train,36.0,45.10807553371102
train,15.0,23.66300409566832
train,61.0,57.206625745168694
train,52.0,52.05417884742374
train,15.0,32.10458640668786
train,56.0,54.34743981662135
train,44.0,42.88577151251825
train,18.0,27.084571409334576
train,63.0,50.27739137042688
train,59.0,59.76146755824447
train,36.0,24.14817015929296
train,38.0,38.79355919671479
train,44.0,43.176959877464675
train,30.0,37.809601354251186
train,48.0,45.95725927636949
train,24.0,27.562308586731657
train,15.0,23.818649085564264
train,46.0,45.937711433277485
train,54.0,61.8722306824714
train,15.0,30.61262975402461
train,24.0,24.727979616087026
train,46.0,50.54290662363542
train,30.0,37.47539132042111
train,30.0,59.462023657756234
train,30.0,38.66394252733529
train,24.0,26.88653780000361
train,56.0,56.543881974768695
train,48.0,50.19204119350199
train,24.0,22.59576234647617
train,63.0,46.256919159346346
train,36.0,30.253934370704066
train,24.0,24.535365300330923
train,30.0,48.748348072862775
train,61.0,43.24794336741676
train,61.0,59.46884530902665
train,24.0,25.81392304255208
train,50.0,52.849079895142864
train,61.0,60.07136646473688
train,59.0,60.59749234051466
train,38.0,49.15892086035903
train,24.0,27.161807377939617
train,48.0,49.442667749796854
train,61.0,58.58850143455884
train,40.0,44.41421071970616
train,38.0,46.71550404467226
train,50.0,46.302992918624
train,38.0,35.00950316797396
train,46.0,54.1642558109264
train,36.0,39.48351722148819
train,42.0,40.769767443404106
train,59.0,57.55093034310492
train,50.0,58.83578875938363
train,50.0,54.237485308053905
train,42.0,43.46983030098981
train,40.0,43.2425219691611
train,24.0,24.669581802736964
train,63.0,39.45879781549501
train,50.0,56.81759160975923
train,56.0,53.891220890018
train,59.0,42.179475776660155
train,56.0,54.6782381489149
train,38.0,31.248128651740345
train,59.0,62.925560408370686
train,44.0,41.81299284906785
train,59.0,59.02709193514019
train,63.0,49.92105154383873
train,46.0,51.204538697895494
train,30.0,35.40373502872707
train,44.0,40.41717021121045
train,52.0,56.225632797791455
train,40.0,43.15095154808083
train,68.0,57.33308035091645
train,24.0,24.241627346651914
train,50.0,52.622513050957096
train,18.0,17.175597275556402
train,46.0,45.03018954549039
train,61.0,58.05881975042301
train,50.0,51.246459328546116
train,15.0,40.53091603233924
train,15.0,31.00372846236926
train,52.0,52.49491544908693
train,24.0,19.259557910306345
train,44.0,42.28548957955412
train,46.0,40.550008021683475
train,24.0,28.751618793310982
train,61.0,58.93054883364566
train,36.0,48.889683625959705
train,63.0,50.73339383820178
train,24.0,21.63956378132717
train,24.0,20.42971324207626
train,52.0,53.453823196226466
train,48.0,56.26776146043769
train,48.0,57.23651687028345
train,15.0,32.70737742228991
train,63.0,50.61456410925217
train,38.0,36.97104699818472
train,18.0,45.4963890668208
train,50.0,51.361916777424696
train,59.0,42.63411343185141
train,15.0,33.4323943151917
train,54.0,39.0053747335161
train,30.0,39.21960692559158
train,30.0,34.07369816104726
train,56.0,56.12044507350195
train,38.0,44.3697707143064
train,50.0,55.25745142085505
train,30.0,32.47172232338035
train,18.0,18.14773636919535
train,46.0,47.52299266032765
train,50.0,49.54343172486885
train,30.0,34.61376636694095
train,40.0,46.142005051118225
train,50.0,52.111064112231645
train,59.0,62.34531769352631
train,30.0,35.61786312672531
train,30.0,36.39443891528855
train,50.0,50.98472325466929
train,18.0,18.524081474549583
train,36.0,48.47621557944871
train,44.0,44.72307998259998
train,24.0,24.147053562487876
train,30.0,38.88281101657204
train,24.0,25.683359609988194
train,48.0,49.958824149346576
train,34.0,34.58377244225869
train,48.0,55.00646021271484
train,42.0,44.55397050152407
train,54.0,37.740076823550034
train,63.0,52.34062273457066
train,30.0,38.51839829416193
train,34.0,35.16579939059494
train,54.0,61.029860508653705
train,56.0,44.59880370863776
train,34.0,34.62759986239965
train,44.0,41.62921746913426
train,61.0,56.65124594654517
train,36.0,42.216056897668416
train,61.0,59.368882852643644
train,18.0,31.32732432075568
train,36.0,32.590470980734395
train,46.0,48.27170031777103
train,54.0,63.1587703187289
train,38.0,35.599997237205415
train,54.0,57.67899838225346
train,63.0,45.27914551711008
train,61.0,56.88850331003045
train,50.0,51.97727634695299
train,24.0,26.837124387680262
train,42.0,39.641581389462985
train,24.0,25.178819836744022
train,36.0,40.354371360836616
train,68.0,59.430046022909245
train,38.0,34.54947557293494
train,50.0,54.35195495277468
train,36.0,28.704042657756883
train,59.0,37.5700648688196
train,24.0,27.360681787321358
train,50.0,51.904658771795454
train,40.0,45.98031779949682
train,68.0,43.561360300663885
train,52.0,53.13137543416751
train,34.0,32.372030720442396
train,46.0,47.41165728300875
train,18.0,49.98451024710853
train,54.0,64.24828595968708
train,15.0,38.33798710302405
train,30.0,36.37045149867458
train,30.0,39.899375091055305
train,48.0,54.64705099341897
train,38.0,44.27305618954012
train,36.0,36.15951434720933
train,15.0,22.985748182668438
train,56.0,57.76396622997963
train,36.0,44.516671347325264
train,24.0,21.992162529603338
train,15.0,29.218488532327548
train,44.0,39.78705837107946
train,63.0,48.868701609713895
train,61.0,56.023448997030435
train,68.0,49.130339865617785
train,24.0,31.117208841401187
train,52.0,54.67786752275171
train,50.0,55.910729651422585
train,50.0,52.40202200074141
train,40.0,46.849353616761974
train,54.0,59.89446849474534
train,59.0,59.30483230498645
train,24.0,23.723840714811466
train,15.0,32.698565656140644
train,30.0,39.43537262189619
train,40.0,42.50441431524638
train,63.0,49.16140606143485
train,18.0,12.364863089867413
train,18.0,18.350889680540664
train,42.0,53.006427343448
train,48.0,51.09796451995316
train,54.0,61.28825879668142
train,52.0,54.800107816675364
train,68.0,60.40626093000641
train,18.0,25.52256059729916
train,61.0,58.27655486397009
train,42.0,42.218408568100756
train,50.0,55.74483959574223
train,44.0,44.19974039717355
train,46.0,44.39571250220518
train,56.0,53.05221059979634
train,54.0,58.53081434137929
train,24.0,22.730645605562223
train,38.0,36.610845894421395
train,48.0,52.321313135791414
