tx_path,rx_path,yaml_path,model_path,temperature_pred,n_symbols_used,fs_slow,symbol_duration,N_subcarriers,M_symbols,num_valid,valid_ratio,mag_mean,mag_var,mag_rms,mag_energy_total,mag_max,mag_min,mag_percentile_1,mag_percentile_5,mag_percentile_25,mag_percentile_50,mag_percentile_75,mag_percentile_95,mag_percentile_99,mag_dynamic_range_linear,mag_dynamic_range_db,mag_entropy,mag_entropy_normalized,mag_kurtosis,mag_excess_kurtosis,mag_skewness,phase_circular_mean,phase_circular_variance,phase_coherence,phase_unwrap_m_mean,phase_unwrap_m_var,phase_unwrap_m_slope_mean,phase_unwrap_m_slope_var,phase_unwrap_m_slope_rms,phase_unwrap_k_mean,phase_unwrap_k_var,phase_unwrap_k_slope_mean,phase_unwrap_k_slope_var,phase_unwrap_k_slope_rms,phase_jump_m_mean_abs,phase_jump_m_var_abs,phase_jump_m_max_abs,phase_jump_m_rms_abs,phase_jump_m_count,phase_jump_m_ratio,phase_jump_k_mean_abs,phase_jump_k_var_abs,phase_jump_k_max_abs,phase_jump_k_rms_abs,phase_jump_k_count,phase_jump_k_ratio,pdp_los_peak_power,pdp_los_peak_idx,pdp_total_energy,pdp_papr_linear,pdp_mean_delay,pdp_rms_delay_spread,pdp_los_ratio,svd_sigma_1,svd_sigma_2,svd_sigma_ratio,svd_energy_ratio_mode1,svd_spectral_flatness,dH_dt_mean,dH_dt_max,doppler_variance_energy,doppler_centroid,doppler_spread
/home/hugo/Escritorio/ISAC/Codigo-ISAC/data/carton/templado/iq_tx_1.bin,/home/hugo/Escritorio/ISAC/Codigo-ISAC/data/carton/templado/iq_rx_1.bin,/home/hugo/Escritorio/ISAC/Codigo-ISAC/data/Modulator.yaml,/home/hugo/Escritorio/ISAC/Codigo-ISAC/Hugo/resultados_ridge_polinomica_grado2/modelo_ridge_polinomico_grado2.npz,-14.383504935378056,100,39062.5,2.56e-05,1024.0,100.0,102400.0,1.0,0.3922318646637997,0.01538533909403169,0.41137716848613876,17329.272294571314,0.584207167123816,0.09288384216306607,0.1275798284142459,0.1954154285053867,0.2735929202949134,0.4246809943334816,0.5078200457693476,0.5389386569141551,0.5513607227603567,0.49132332496075,15.972534176853452,5.584583906599599,0.9307639844332666,1.798791846798744,-1.201208153201256,-0.43368968861114754,-1.5485488181753106,0.9999410385195832,5.8961480416808684e-05,0.007457858890760944,3.292540612045936,-7.072705324615258e-05,0.002848832477786791,0.05337450215320843,-328.8841589869419,35685.01041169338,-0.6381470293973397,0.002871156657567389,0.6403926824895929,0.04035380083623127,0.0012204082381726327,0.6210880665163467,0.053374502153208436,0.0,0.0,0.6381470293973409,0.0028711566575673813,1.0938674558113681,0.640392682489594,0.0,0.0,0.11913644661413797,104.0,0.169231174751673,720.8820760932997,104.50351492406531,22.041713614407822,0.7039864066904505,131.5165270560841,1.0854565361060284,121.16240741235671,0.9981144386721972,0.3129944111430818,0.0006414723915148572,0.108490464393995,3.210891826733488,0.2502560175292531,0.2882627820596709
