,temperature,mag_mean,mag_var,mag_rms,mag_energy_total,mag_max,mag_min,mag_percentile_1,mag_percentile_5,mag_percentile_25,mag_percentile_50,mag_percentile_75,mag_percentile_95,mag_percentile_99,mag_dynamic_range_linear,mag_dynamic_range_db,mag_entropy,mag_entropy_normalized,mag_kurtosis,mag_excess_kurtosis,mag_skewness,phase_circular_mean,phase_circular_variance,phase_coherence,phase_unwrap_m_mean,phase_unwrap_m_var,phase_unwrap_m_slope_mean,phase_unwrap_m_slope_var,phase_unwrap_m_slope_rms,phase_unwrap_k_mean,phase_unwrap_k_var,phase_unwrap_k_slope_mean,phase_unwrap_k_slope_var,phase_unwrap_k_slope_rms,phase_jump_m_mean_abs,phase_jump_m_var_abs,phase_jump_m_max_abs,phase_jump_m_rms_abs,phase_jump_k_mean_abs,phase_jump_k_var_abs,phase_jump_k_max_abs,phase_jump_k_rms_abs,pdp_los_peak_power,pdp_los_peak_idx,pdp_total_energy,pdp_papr_linear,pdp_mean_delay,pdp_rms_delay_spread,pdp_los_ratio,svd_sigma_1,svd_sigma_2,svd_sigma_ratio,svd_energy_ratio_mode1,svd_spectral_flatness,dH_dt_mean,dH_dt_max,doppler_variance_energy,doppler_centroid,doppler_spread
mag_skewness,0.09377880673098019,-0.6768870088373415,-0.27165477710045793,-0.6712726757095607,-0.5130012117669518,-0.5838282937092191,-0.34442629054252744,-0.6903083752916434,-0.7643011356967175,-0.7108570210494879,-0.675551869141293,-0.6499702610640508,-0.6236825710982009,-0.6072580597422049,-0.5558982788595813,0.581650846435696,0.07087327009972243,0.07087327009972784,0.37557191872832063,0.37557191872832063,1.0,0.13554345567990136,-0.5799983121235848,0.5799983121235173,-0.0054957741480774055,0.7986606438470987,-0.013403578998087265,0.8010545009240188,0.8102633735346735,0.7993017231517937,-0.8009205126218506,0.7995435383453523,0.8013721145417297,0.8037349953091123,0.8079902184417079,0.8036948956791944,0.3202784074212324,0.8102633735346735,0.8002984212838752,0.8057040199218305,0.322186322882242,0.8037349953091124,-0.5667330701163736,0.6223520728974333,-0.5130012117669467,-0.8095033389984408,0.8020570673743853,0.8132637532077699,-0.8095033389849464,-0.6778124458269835,-0.26601037473907774,-0.6972401665292862,-0.7979760866410439,0.7663790122673577,-0.025884587758064213,-0.14584197968565535,-0.025793963961141884,0.04322573761672086,0.02897430582145422
phase_circular_mean,0.14743291552016907,-0.006659002543726774,0.109426595793027,-0.0038892800251581067,0.042351699854086385,0.024948226270984364,-0.3068443774881276,-0.06129157480842626,-0.06236379784545409,-0.022078368265712325,0.0009301065381301196,0.0039040350353809605,0.008939559000209402,0.01319098223572267,0.045491057963727516,0.2544711646918523,0.1342070594103637,0.1342070594103816,-0.011910194796096856,-0.01191019479609723,0.13554345567990136,1.0,-0.009350015420961994,0.009350015420971485,0.01191615837997604,0.08383485289380908,0.005713633385495917,0.08536760915521453,0.10128362836022202,0.08078540587381795,-0.08425332580705647,0.08364455330399913,0.08543387728979351,0.08722419774679571,0.09372968587674176,0.0879317660928422,0.27834173688134345,0.10128362836022202,0.08505247357723121,0.08828504154180018,0.2730451165233296,0.08722419774679566,0.020916934116097557,0.0637632687076298,0.042351699854086836,-0.1291768561660222,0.08562771289259027,0.11151798597298315,-0.12917685646471683,-0.004583475435316984,0.04398701060486381,-0.20971129736532026,-0.08557693731299056,0.1711334378309689,0.0023384368687460523,0.04579775900697715,0.002497322395158164,0.018846684996638483,0.01726981814716769
phase_circular_variance,0.035514224816337085,0.7231689644324524,0.4878828397681683,0.7214127088108836,0.6230183525420306,0.678513019675224,0.3191386812603157,0.7716478824212599,0.7542157688835305,0.7190129889082363,0.7207131446931153,0.7199022971907338,0.7094854795276202,0.701006803686308,0.6515385107513421,-0.5006005073021207,0.2082048248428967,0.20820482484289513,-0.019158189717732935,-0.019158189717732803,-0.5799983121235848,-0.009350015420961994,1.0,-0.9999999999999926,0.0051187073992045385,-0.7639368495356446,0.003755715744158171,-0.7637998410892303,-0.7526899156438978,-0.7649251861751624,0.7638086209108935,-0.7642600079804308,-0.7636816312943445,-0.7620852609568807,-0.7577799062500973,-0.7616185495795291,-0.25256925970246624,-0.7526899156438976,-0.7642383859847831,-0.760471798421564,-0.2502110731835084,-0.7620852609568808,0.6765676440862015,-0.6007876699782971,0.623018352542025,0.763147383827258,-0.7632120686270041,-0.7309696428071163,0.7631473836973538,0.7294801583053092,0.4007236199056518,0.4907667117374447,0.763033717616468,-0.6235703947006772,0.044824728632371316,0.26139789505492683,0.044754922476627636,-0.03653516725038952,-0.02315342545830019
phase_coherence,-0.03551422481772392,-0.7231689644327095,-0.4878828397686274,-0.7214127088111424,-0.6230183525424717,-0.6785130196755454,-0.3191386812597483,-0.7716478824213207,-0.7542157688836159,-0.7190129889085007,-0.7207131446933844,-0.7199022971909879,-0.709485479527888,-0.7010068036865903,-0.6515385107517057,0.5006005073017094,-0.20820482484305067,-0.2082048248430501,0.019158189717723716,0.01915818971772365,0.5799983121235173,0.009350015420971485,-0.9999999999999926,1.0,-0.00511870739920067,0.7639368495356303,-0.0037557157441564706,0.7637998410892027,0.7526899156438057,0.7649251861751445,-0.7638086209108719,0.7642600079804132,0.7636816312943053,0.7620852609568316,0.7577799062500218,0.7616185495794784,0.25256925970204913,0.7526899156438057,0.7642383859847632,0.7604717984215068,0.2502110731831173,0.7620852609568317,-0.676567644086552,0.6007876699782968,-0.6230183525424722,-0.7631473838271106,0.7632120686269724,0.7309696428069274,-0.7631473836971919,-0.7294801583055492,-0.4007236199062389,-0.49076671173705455,-0.7630337176164347,0.6235703947002994,-0.04482472863269481,-0.2613978950553305,-0.04475492247694957,0.03653516725032221,0.02315342545823598
phase_unwrap_m_mean,-0.020218824652219393,-0.01048991230713357,-0.010070943266005961,-0.010366549835014798,-0.017133595946571906,-0.01018271747936115,0.009538293158097054,-0.013748751407675428,-0.008626294861182698,-0.011423456403130186,-0.010672335188977818,-0.009981182639430871,-0.010049681171815093,-0.010204729472979807,-0.010746398048658911,-0.002133663515278507,0.00016662422438150172,0.00016662422438509664,-0.017123627990460893,-0.017123627990460934,-0.0054957741480774055,0.01191615837997604,0.0051187073992045385,-0.00511870739920067,1.0,0.0026493828092416295,0.846959401162606,0.0023200956065058524,4.0764739441180654e-05,0.0028239869173233016,-0.002499202696684728,0.0026612021815141185,0.0022554908259601906,0.0017572834491896994,0.0007414590659038532,0.0017687422622384315,-0.008836331274341669,4.076473944117831e-05,0.0025352950957869902,0.0010813305755600767,-0.008824039337564232,0.0017572834491897365,-0.019012999974588843,-0.013125663744957924,-0.017133595946571746,-0.0022884822559296795,0.002049607912872518,-0.003542259460816351,-0.002288482243428513,-0.011166145462059447,-0.016614281439017352,0.012556854680032998,-0.0021961616879780156,-0.01011227964844374,0.00042592029449216,-0.00044395355477079253,-0.0017988921840026769,0.05332662873948781,0.06123107236988471
phase_unwrap_m_var,0.02978518246483557,-0.9125083547755646,-0.5910359939285881,-0.910191007774542,-0.7581936623399196,-0.8447745883785566,-0.3362711123898104,-0.9203091920911194,-0.9529810339258541,-0.9115206853256872,-0.9113061069968503,-0.9069468886472728,-0.8893136919452791,-0.8754558451594288,-0.8153182980610129,0.6390027385611694,-0.22134380574605966,-0.22134380574605056,0.01410265154499172,0.014102651544991577,0.7986606438470987,0.08383485289380908,-0.7639368495356446,0.7639368495356303,0.0026493828092416295,1.0,-0.006083610263328545,0.9991220449863752,0.9932428829544431,0.9987257950509737,-0.9989472342210218,0.9987997936767559,0.9991061369748961,0.9986492121165467,0.9969282296546533,0.9981175913053797,0.3181396411307966,0.9932428829544431,0.9991702453142217,0.9979516635076453,0.31611897944618167,0.9986492121165462,-0.8125981406072398,0.7778489215850051,-0.7581936623399103,-0.9809701176398216,0.9990108544154637,0.977101720945204,-0.9809701173710561,-0.9189119282524215,-0.4646103656455358,-0.7220720067864814,-0.9989897338186132,0.8675131524651106,-0.06424314195818141,-0.3089768915297218,-0.06424331806745459,0.06441660510289418,0.049207860445779836
phase_unwrap_m_slope_mean,-0.00010835869951559174,0.005970478585047456,0.007640987328419926,0.00608286080438305,0.004150077593986307,0.00662654969313153,0.003199477297782372,0.004143478028393842,0.005938393067077111,0.005586910228467913,0.005780478351824358,0.006060915453346926,0.006482185056485525,0.0067910114905340695,0.006357520263529993,-0.0037137764277291978,0.0021157033203603485,0.00211570332036041,-0.015722222206704082,-0.01572222220670409,-0.013403578998087265,0.005713633385495917,0.003755715744158171,-0.0037557157441564706,0.846959401162606,-0.006083610263328545,1.0,-0.006001707436755865,-0.00610339623374653,-0.006083069041958476,0.005792487858412241,-0.005925749151151105,-0.006021990188732943,-0.006011867659151659,-0.006109516877160214,-0.005785124775909017,-0.003943295104445639,-0.006103396233746522,-0.006004185783535654,-0.006129015254875061,-0.003894028302507057,-0.006011867659151652,0.002279065793550065,-0.02326833289800565,0.004150077593986426,0.005347277720891429,-0.006058404964480568,-0.006141836296788001,0.005347277719110208,0.004603113115051502,0.011803345123981783,0.0067366703408914055,0.005879298571126833,-0.006599053704663311,0.017444951899652165,0.01425012151387494,0.015941129090369082,0.03738173178931527,0.04399466800531003
phase_unwrap_m_slope_var,0.03685624163388266,-0.9078736874061745,-0.5822707537013165,-0.9054907262299531,-0.7502296380614812,-0.8386482634738197,-0.344627291233121,-0.9169429021478382,-0.9504151952511063,-0.9070072852397105,-0.906638347340982,-0.90219146189493,-0.8840994414539052,-0.8698999354771398,-0.808675903695676,0.6466358507607207,-0.21782778274311232,-0.21782778274310563,0.0137968702992455,0.013796870299245367,0.8010545009240188,0.08536760915521453,-0.7637998410892303,0.7637998410892027,0.0023200956065058524,0.9991220449863752,-0.006001707436755865,1.0,0.9953621574558956,0.9993077843761817,-0.999681238955446,0.9994169382441221,0.9999734472268724,0.9997782340787961,0.9985023211266754,0.9994460404874541,0.32761883365833766,0.9953621574558958,0.9999622302715678,0.9992908176316184,0.32554482638730387,0.9997782340787961,-0.8059365862499771,0.7779236012541436,-0.7502296380614751,-0.9834872288460292,0.9999550154137815,0.9805336225768008,-0.9834872285927008,-0.9145896886311689,-0.453594191606317,-0.7309309181269966,-0.9999202516380652,0.8744462196308301,-0.05696950176195289,-0.300895248872748,-0.05697195990101665,0.06584575344041463,0.050485772321552026
phase_unwrap_m_slope_rms,0.08573722151566161,-0.864833949664546,-0.5137090254598251,-0.8620295519826346,-0.6843016569855601,-0.7855209488987286,-0.41015937784638096,-0.8847912288580456,-0.9220190636629193,-0.864625524724046,-0.8632474333222422,-0.8584166241106886,-0.8374190197162362,-0.8210237473307116,-0.7515418560254775,0.7019469534896435,-0.1936883006158189,-0.19368830061581638,0.010596554646124308,0.010596554646124114,0.8102633735346735,0.10128362836022202,-0.7526899156438978,0.7526899156438057,4.0764739441180654e-05,0.9932428829544431,-0.00610339623374653,0.9953621574558956,1.0,0.9930568983358976,-0.9945534755714981,0.9934883839956395,0.9954211821914021,0.9970387255087009,0.999088584861737,0.9975340032545887,0.40154607459017155,0.9999999999999999,0.9948413028594659,0.998004908299442,0.39915389353292113,0.9970387255087012,-0.7476343534220012,0.7730540231469094,-0.6843016569855574,-0.9922951025330555,0.995809119062164,0.9946816650665126,-0.9922951023947458,-0.8721988772751076,-0.37957493610929827,-0.7903149450993463,-0.9957770362955566,0.9165298071034718,-0.02456596372530488,-0.24708610516386123,-0.024589951439205848,0.07667381449375069,0.05946993141645632
phase_unwrap_k_mean,0.030682336176320484,-0.9150537331039589,-0.5940118037779452,-0.9127375330351964,-0.7616668040466591,-0.8475659646350493,-0.3335879404856963,-0.9224830060883237,-0.9551062090303283,-0.9141212917382536,-0.9138850391926902,-0.9094718187932997,-0.8918550084098389,-0.8780374055543554,-0.8182688224126338,0.6367652344139393,-0.22084855856013874,-0.220848558560131,0.014267044398521245,0.01426704439852107,0.7993017231517937,0.08078540587381795,-0.7649251861751624,0.7649251861751445,0.0028239869173233016,0.9987257950509737,-0.006083069041958476,0.9993077843761817,0.9930568983358976,1.0,-0.9996268752242512,0.9999325114228937,0.9993802436798924,0.998799786662038,0.9969582377699869,0.9980083113923006,0.31436584541576024,0.9930568983358975,0.9994207396366115,0.9980275727434162,0.3122945027616105,0.9987997866620382,-0.8151401064072732,0.7785383327424995,-0.7616668040466646,-0.9805171998944573,0.9992914267769488,0.9765761636776752,-0.9805171996162316,-0.9209401554250243,-0.4707138055869698,-0.7190509442517121,-0.9992130082937314,0.8656880526290835,-0.07210447970272744,-0.31265263512764646,-0.07211092146622952,0.06361541993169248,0.048657598386662636
phase_unwrap_k_var,-0.03417047867830381,0.9106148323330955,0.5860056244188343,0.908245905918208,0.7542049016196497,0.8418732083519229,0.34107765136010554,0.9192492998712815,0.9524478134745862,0.9097541288371868,0.9093972110812929,0.90494212620394,0.8869834556684686,0.8728888743089556,0.8121151145810592,-0.6436535209137234,0.21885347937534916,0.21885347937534125,-0.013994887857694814,-0.013994887857694645,-0.8009205126218506,-0.08425332580705647,0.7638086209108935,-0.7638086209108719,-0.002499202696684728,-0.9989472342210218,0.005792487858412241,-0.999681238955446,-0.9945534755714981,-0.9996268752242512,1.0,-0.9997204402868681,-0.9997522964869812,-0.9993924653439852,-0.9979640433355746,-0.9987286693213597,-0.3230831084149275,-0.9945534755714982,-0.9997084163534716,-0.9988105256213634,-0.3210170262882098,-0.9993924653439854,0.8089080721247005,-0.7781023704346598,0.7542049016196445,0.9825338515971199,-0.9996673824317782,-0.9792339030373386,0.9825338513327685,0.9166735089861684,0.46136879170663364,0.7270326448226865,0.9996481005891692,-0.8715454356583432,0.06628119196094398,0.30575835369694493,0.06628849322371477,-0.0650957744790006,-0.049847225523505075
phase_unwrap_k_slope_mean,0.029545355219716043,-0.9137070888712288,-0.5917344902738021,-0.9113739329956616,-0.7594987006616042,-0.8458148952626983,-0.3362132172293414,-0.9214340167983164,-0.9541866897446416,-0.9127895184192018,-0.9125211019080814,-0.9081062732163595,-0.8904178988008724,-0.8765300992125228,-0.8163542359878607,0.639231305169074,-0.22112654551315347,-0.22112654551314548,0.014201316203020151,0.014201316203020002,0.7995435383453523,0.08364455330399913,-0.7642600079804308,0.7642600079804132,0.0026612021815141185,0.9987997936767559,-0.005925749151151105,0.9994169382441221,0.9934883839956395,0.9999325114228937,-0.9997204402868681,1.0,0.9994926936430086,0.9989710623379148,0.9972466921896816,0.9982061844317477,0.3177200323646707,0.9934883839956398,0.999515449761439,0.998244436922791,0.31569970364048233,0.9989710623379144,-0.8132443921719593,0.7785935768568696,-0.759498700661599,-0.9811301502778308,0.9994161341899823,0.977319481080413,-0.9811301500037475,-0.9196098151249892,-0.4682785387200687,-0.7218582849410335,-0.9993375590946282,0.8674662199095161,-0.07114317237516782,-0.3107734650994545,-0.07115282898575374,0.06422920368379045,0.04913998875305232
phase_unwrap_k_slope_var,0.03728723612439104,-0.9077578377495941,-0.5816810112569243,-0.905365460909232,-0.7498943112494844,-0.8383742002535497,-0.34516268115900595,-0.9169817862144178,-0.9504682240542066,-0.9069152034294912,-0.9065232339185055,-0.902056793248026,-0.8839169477800954,-0.8696843113787665,-0.8083678322125778,0.6472104291834766,-0.21761367351854838,-0.21761367351853872,0.013803109689576501,0.01380310968957634,0.8013721145417297,0.08543387728979351,-0.7636816312943445,0.7636816312943053,0.0022554908259601906,0.9991061369748961,-0.006021990188732943,0.9999734472268724,0.9954211821914021,0.9993802436798924,-0.9997522964869812,0.9994926936430086,1.0,0.9998086644214356,0.9985408340049441,0.9993743388264975,0.32810748264911327,0.9954211821914019,0.9999711221422417,0.999345710994384,0.3260306914186243,0.9998086644214357,-0.8055682573113098,0.7780021168206894,-0.7498943112494756,-0.9836118417922202,0.9999621203435561,0.980673618688941,-0.9836118415387214,-0.9143402191702175,-0.4538839310848285,-0.7313671215010159,-0.9999265942072575,0.8747801204882341,-0.05827690078029324,-0.30061544609512125,-0.0582789314732361,0.06575095596868986,0.05035269597955635
phase_unwrap_k_slope_rms,0.04720641957305147,-0.900062848294344,-0.5685245848949776,-0.8975848772546892,-0.7375837166435706,-0.8286719304156392,-0.3566370708321223,-0.9112886552689874,-0.9457029141011859,-0.8993621356480628,-0.8987728925415882,-0.8942065987025627,-0.8754528687875618,-0.8607601149211517,-0.7979671842910595,0.6573064282257655,-0.2127012396974487,-0.21270123969744378,0.01317005803133541,0.013170058031335164,0.8037349953091123,0.08722419774679571,-0.7620852609568807,0.7620852609568316,0.0017572834491896994,0.9986492121165467,-0.006011867659151659,0.9997782340787961,0.9970387255087009,0.998799786662038,-0.9993924653439852,0.9989710623379148,0.9998086644214356,1.0,0.9993671141620405,0.9997681577897314,0.34115035986822684,0.9970387255087007,0.9996734501697249,0.9998346187319948,0.33899863488146287,1.0,-0.7949726065363254,0.777565620046404,-0.737583716643575,-0.9859509175709436,0.9998661389859788,0.9841888544024601,-0.9859509173397517,-0.9068628200115175,-0.43885810613780746,-0.7429833767204428,-0.9998257349505303,0.8834617679115122,-0.05062714609097001,-0.2897749740055242,-0.05063481390621788,0.06775879754258793,0.05200097779241484
phase_jump_m_mean_abs,0.06418186487457159,-0.8847408478639162,-0.543860894274658,-0.8821075680094831,-0.7138670956042209,-0.8096468081532193,-0.38088030760928127,-0.89901871884081,-0.9356459502152757,-0.8843993431929017,-0.8833237001416031,-0.8785663213498954,-0.8587479985045913,-0.8432496977008996,-0.7774547849495003,0.6775304495937748,-0.20328806397237822,-0.20328806397237187,0.011889101156059022,0.01188910115605888,0.8079902184417079,0.09372968587674176,-0.7577799062500973,0.7577799062500218,0.0007414590659038532,0.9969282296546533,-0.006109516877160214,0.9985023211266754,0.999088584861737,0.9969582377699869,-0.9979640433355746,0.9972466921896816,0.9985408340049441,0.9993671141620405,1.0,0.9994311057062578,0.3685934569675592,0.999088584861737,0.9981911628553257,0.9997210400874332,0.3663666294615954,0.9993671141620412,-0.7734285882553197,0.7761020270427923,-0.713867095604206,-0.989080477770549,0.9987652212851149,0.9897756489859103,-0.9890804775776415,-0.891705839909955,-0.4125659754495097,-0.765415580123461,-0.9987338050657448,0.8993550514676322,-0.03995195572784346,-0.27068709356463244,-0.039968196592261224,0.0719777425530554,0.05567345783930859
phase_jump_m_var_abs,0.05201824981417579,-0.8953401413317426,-0.56160231137445,-0.8928236985348805,-0.7308966110937523,-0.8230876854579889,-0.36155946747691353,-0.9076721553984869,-0.942315547999752,-0.8946792887185949,-0.8940287781806909,-0.8894306015232392,-0.8704057714708366,-0.8555115592090485,-0.7920946640854858,0.6612717319063735,-0.21037713489853307,-0.2103771348985272,0.01290784273841204,0.01290784273841189,0.8036948956791944,0.0879317660928422,-0.7616185495795291,0.7616185495794784,0.0017687422622384315,0.9981175913053797,-0.005785124775909017,0.9994460404874541,0.9975340032545887,0.9980083113923006,-0.9987286693213597,0.9982061844317477,0.9993743388264975,0.9997681577897314,0.9994311057062578,1.0,0.3470983546145554,0.9975340032545887,0.9992136036092626,0.9997274956141529,0.34489815670069685,0.9997681577897314,-0.7898738359033404,0.7768624781488196,-0.7308966110937507,-0.9868260816285483,0.9995143208010999,0.9855252635154943,-0.9868260814145364,-0.902959715656226,-0.4271043694699519,-0.7481046710436711,-0.9994631083139587,0.8872091060853877,-0.03811061153662502,-0.28172197635109286,-0.03812009504070263,0.06862296140469591,0.05267033516886253
phase_jump_m_max_abs,0.28562035950489073,0.041519850411512266,0.3450317625850867,0.04575050567499123,0.2815401804296084,0.14977579803910263,-0.9299274356541783,-0.10204419815761735,-0.09664551501335818,0.043112904408804935,0.047998700877184906,0.04649514961630917,0.07193027534064911,0.09250833486401147,0.2114427438780475,0.8681635347435891,0.004726935044034763,0.004726935044023914,-0.012168825132488017,-0.01216882513248828,0.3202784074212324,0.27834173688134345,-0.25256925970246624,0.25256925970204913,-0.008836331274341669,0.3181396411307966,-0.003943295104445639,0.32761883365833766,0.40154607459017155,0.31436584541576024,-0.3230831084149275,0.3177200323646707,0.32810748264911327,0.34115035986822684,0.3685934569675592,0.3470983546145554,1.0,0.4015460745901714,0.32426006531805535,0.35098901540480804,0.9925476056416429,0.3411503598682268,0.19852685887082155,0.24562454348449655,0.28154018042960915,-0.4578068854568461,0.33084781807353825,0.4667592323128738,-0.4578068864940612,0.035230372075642544,0.3930826252681787,-0.7983299979946847,-0.3308342692856223,0.6778455286159564,0.1965630005067313,0.303117675622486,0.19646082167608592,0.1283801228430377,0.10405373992924999
phase_jump_m_rms_abs,0.08573722151566161,-0.864833949664546,-0.5137090254598251,-0.8620295519826348,-0.68430165698556,-0.7855209488987286,-0.4101593778463809,-0.884791228858046,-0.9220190636629193,-0.8646255247240459,-0.8632474333222423,-0.8584166241106885,-0.8374190197162363,-0.8210237473307116,-0.7515418560254774,0.7019469534896434,-0.1936883006158189,-0.19368830061581632,0.010596554646124308,0.010596554646124103,0.8102633735346735,0.10128362836022202,-0.7526899156438976,0.7526899156438057,4.076473944117831e-05,0.9932428829544431,-0.006103396233746522,0.9953621574558958,0.9999999999999999,0.9930568983358975,-0.9945534755714982,0.9934883839956398,0.9954211821914019,0.9970387255087007,0.999088584861737,0.9975340032545887,0.4015460745901714,1.0,0.9948413028594661,0.998004908299442,0.3991538935329212,0.997038725508701,-0.7476343534220012,0.7730540231469093,-0.6843016569855573,-0.9922951025330553,0.995809119062164,0.9946816650665127,-0.9922951023947458,-0.8721988772751077,-0.37957493610929827,-0.7903149450993463,-0.9957770362955566,0.916529807103472,-0.024565963725304875,-0.2470861051638613,-0.024589951439205854,0.07667381449375067,0.05946993141645632
phase_jump_k_mean_abs,0.03420520503273402,-0.9100175615045708,-0.5858490334600892,-0.9076550909566271,-0.7536711937381592,-0.8412924681772701,-0.34173236113244504,-0.9188360183617199,-0.9517716224641849,-0.9090891411216614,-0.9087989559458786,-0.9043865540842462,-0.8864573237333874,-0.8723812158499318,-0.8114947422164343,0.6442008268771181,-0.2194445431636034,-0.21944454316359682,0.014038931730547027,0.014038931730546912,0.8002984212838752,0.08505247357723121,-0.7642383859847831,0.7642383859847632,0.0025352950957869902,0.9991702453142217,-0.006004185783535654,0.9999622302715678,0.9948413028594659,0.9994207396366115,-0.9997084163534716,0.999515449761439,0.9999711221422417,0.9996734501697249,0.9981911628553257,0.9992136036092626,0.32426006531805535,0.9948413028594661,1.0,0.9990869155361751,0.3222007706934414,0.9996734501697244,-0.8089679386568254,0.7780789963136703,-0.7536711937381553,-0.9829194927586866,0.9999132445254332,0.9794542929647855,-0.9829194924996787,-0.9166052994357438,-0.45823917388236346,-0.7276546653796303,-0.9998719184838899,0.871953485154313,-0.05993374557027401,-0.30387481023304747,-0.059934954670271635,0.06511678564142484,0.04979347657996866
phase_jump_k_var_abs,0.05506342485609604,-0.8936241734803971,-0.5575209544126334,-0.891072377554382,-0.7274184218804353,-0.8206001479843614,-0.3653028682300852,-0.9061105818502987,-0.9416623745969626,-0.8931076513861596,-0.8922953490952218,-0.8876102573653557,-0.8683368740188345,-0.8532584100674715,-0.7893738922459843,0.6647522477786754,-0.2081565219885822,-0.20815652198857476,0.012586227513901775,0.012586227513901647,0.8057040199218305,0.08828504154180018,-0.760471798421564,0.7604717984215068,0.0010813305755600767,0.9979516635076453,-0.006129015254875061,0.9992908176316184,0.998004908299442,0.9980275727434162,-0.9988105256213634,0.998244436922791,0.999345710994384,0.9998346187319948,0.9997210400874332,0.9997274956141529,0.35098901540480804,0.998004908299442,0.9990869155361751,1.0,0.3487885556269178,0.9998346187319948,-0.7860357632364809,0.7769070742124408,-0.7274184218804274,-0.9873244375031216,0.9994703473571579,0.9867531781462859,-0.9873244372884337,-0.9005794957026957,-0.42650714116881233,-0.7520366100120668,-0.9994300173012274,0.8901732372167028,-0.04420164873696346,-0.28066024303263354,-0.04420833610849154,0.06931292074230622,0.05332931601873385
phase_jump_k_max_abs,0.27504509429230967,0.043453914920220306,0.3487801003418875,0.047766572331904754,0.28270433440783954,0.15197577761593817,-0.9243412057737106,-0.09755672714369726,-0.0943623739926151,0.04397293878523159,0.04976725978580881,0.04905515714252514,0.07449287444665958,0.09493418859209754,0.21324760134873744,0.8644383349109044,0.008471917196065973,0.008471917196057744,-0.012688468318239181,-0.012688468318239334,0.322186322882242,0.2730451165233296,-0.2502110731835084,0.2502110731831173,-0.008824039337564232,0.31611897944618167,-0.003894028302507057,0.32554482638730387,0.39915389353292113,0.3122945027616105,-0.3210170262882098,0.31569970364048233,0.3260306914186243,0.33899863488146287,0.3663666294615954,0.34489815670069685,0.9925476056416429,0.3991538935329212,0.3222007706934414,0.3487885556269178,1.0,0.3389986348814632,0.20064016007407995,0.2440678518981465,0.28270433440784093,-0.4548993883689659,0.3287581915933525,0.46407320835287097,-0.45489938940176705,0.037316535555530266,0.3924552060965118,-0.7982828345802169,-0.32874410276187077,0.6746844321659533,0.19534947905197117,0.3044694673939253,0.19524782235024146,0.1309179465398052,0.10631232169735796
phase_jump_k_rms_abs,0.04720641957305147,-0.9000628482943437,-0.5685245848949775,-0.8975848772546887,-0.7375837166435708,-0.8286719304156391,-0.3566370708321222,-0.911288655268987,-0.9457029141011857,-0.8993621356480629,-0.8987728925415887,-0.894206598702562,-0.8754528687875618,-0.8607601149211517,-0.7979671842910591,0.6573064282257656,-0.21270123969744875,-0.21270123969744373,0.013170058031335398,0.013170058031335162,0.8037349953091124,0.08722419774679566,-0.7620852609568808,0.7620852609568317,0.0017572834491897365,0.9986492121165462,-0.006011867659151652,0.9997782340787961,0.9970387255087012,0.9987997866620382,-0.9993924653439854,0.9989710623379144,0.9998086644214357,1.0,0.9993671141620412,0.9997681577897314,0.3411503598682268,0.997038725508701,0.9996734501697244,0.9998346187319948,0.3389986348814632,1.0,-0.7949726065363257,0.7775656200464045,-0.7375837166435749,-0.9859509175709433,0.9998661389859788,0.9841888544024602,-0.9859509173397515,-0.9068628200115179,-0.43885810613780724,-0.7429833767204428,-0.9998257349505298,0.8834617679115124,-0.050627146090969924,-0.28977497400552416,-0.050634813906217845,0.06775879754258794,0.052000977792414846
pdp_los_peak_power,0.22719619332465973,0.9719398272331425,0.8565976614818879,0.9722332514446157,0.9879906352942213,0.9786536955047616,-0.11234974336778755,0.9414494624818774,0.9271292236523797,0.9679368956802233,0.9716075259850201,0.9707769603489559,0.9740644604557024,0.9762286784199883,0.9784565051564745,-0.17718104696910073,0.29932121925424715,0.29932121925422417,-0.029659679695821617,-0.029659679695821544,-0.5667330701163736,0.020916934116097557,0.6765676440862015,-0.676567644086552,-0.019012999974588843,-0.8125981406072398,0.002279065793550065,-0.8059365862499771,-0.7476343534220012,-0.8151401064072732,0.8089080721247005,-0.8132443921719593,-0.8055682573113098,-0.7949726065363254,-0.7734285882553197,-0.7898738359033404,0.19852685887082155,-0.7476343534220012,-0.8089679386568254,-0.7860357632364809,0.20064016007407995,-0.7949726065363257,1.0,-0.6345917710727309,0.9879906352942156,0.7263721203146396,-0.8029024601729725,-0.6777425080284033,0.7263721195088437,0.9728061734525878,0.7993917658922058,0.19655194781273247,0.8028025844147826,-0.42346552248147024,0.23726822141916898,0.5631539476289998,0.23706624513947536,0.022441371531447585,0.025978820602589076
